sent,build,surface,initial,tag,st_xpos,md,md_repaired,st,acc,att_md_repaired,att_st,text
5198,subtitle,mich,0,PPER,PPER,mich,mich,ich,ich,1,1,"Was mich betrifft, Ihr Männer kennt mich nicht."
5199,subtitle,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,O.M.G. Markus hat uns gerettet.
5202,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,Vielleicht interessieren Sie sich für die Arbeit im Produktdesign oder im Social-Media-Bereich.
5202,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,Vielleicht interessieren Sie sich für die Arbeit im Produktdesign oder im Social-Media-Bereich.
5204,subtitle,zum,0,APPRART,ART,zu,zu,zum,zum,1,1,"Aber zum hundertsten Mal, Nina: Du schaffst das!"
5204,subtitle,hundertsten,0,ADJA,ADJA,hundertster,hundertster,hundert,hundert,1,1,"Aber zum hundertsten Mal, Nina: Du schaffst das!"
5205,subtitle,zum,0,APPRART,APPR,zu,zu,zum,zum,1,1,"Stimmt! 2018, als das Wetter so schön war und wir jeden Tag zum See baden gegangen sind."
5208,subtitle,was,0,PRELS,PWS,wer,wer,was,was,1,1,"War dieser Einsatz und alles, was getan wurde, umsonst?"
5214,subtitle,bleib,0,VVFIN,VVFIN,Bleib,bleib,bleiben,bleiben,1,1,"Jimmy, komm und bleib beim Funkgerät!"
5214,subtitle,beim,0,APPRART,ART,bei,bei,beim,bei,1,1,"Jimmy, komm und bleib beim Funkgerät!"
5217,subtitle,mich,0,PRF,PRF,sich,sich,ich,ich,1,1,Vielleicht sollte ich mich wiegen.
5218,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,Erst im letzten Moment springt er mit seinem Schwager und seinem Cousin ins Wasser.
5218,subtitle,letzten,0,ADJA,ADJA,letzter,letzter,letzt,letzt,1,1,Erst im letzten Moment springt er mit seinem Schwager und seinem Cousin ins Wasser.
5218,subtitle,ins,0,APPRART,ART,in,in,ecser,ins,1,0,Erst im letzten Moment springt er mit seinem Schwager und seinem Cousin ins Wasser.
5223,subtitle,tu,0,VVFIN,VVFIN,tu,tu,tun,tun,1,1,"Ja, tu es! Okay, es geht los."
5224,subtitle,grössten,0,ADJA,ADJA,grösst,grösst,groß,groß,0,1,"In Lugano, der grössten Stadt des Tessins, ist die Durchschnittstemperatur mit 12.5 Grad noch um ein gutes Stück höher als im Hauptort Bellinzona."
5224,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,"In Lugano, der grössten Stadt des Tessins, ist die Durchschnittstemperatur mit 12.5 Grad noch um ein gutes Stück höher als im Hauptort Bellinzona."
5225,subtitle,Diabetes,0,NN,NN,Diabet,diabet,Diabetes,Diabetes,0,1,"In dieser Studie von 2017 wird z.B. davor gewarnt, dass Mundwasser das Risiko für Diabetes erhöhen könnte."
5226,subtitle,solltet,0,VMFIN,VMFIN,sollten,solltet,sollen,sollen,1,1,Ich wusste es. Ihr Deutschen solltet mir einen Orden verleihen.
5226,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,Ich wusste es. Ihr Deutschen solltet mir einen Orden verleihen.
5227,subtitle,Schauen,1,VVFIN,VVFIN,schauen,schauen,Schau,Schau,1,1,Schauen wir uns jetzt das Wort “aufgeblasen” an. Damit können wir eine Person beschreiben.
5227,subtitle,uns,0,PPER,PRF,sich,sich,wir,wir,1,1,Schauen wir uns jetzt das Wort “aufgeblasen” an. Damit können wir eine Person beschreiben.
5227,subtitle,aufgeblasen,0,VVINF,VVPP,aufgeblasen,aufgeblasen,aufblasen,aufgeblasen,1,1,Schauen wir uns jetzt das Wort “aufgeblasen” an. Damit können wir eine Person beschreiben.
5228,subtitle,weitergeleitet,0,VVPP,VVPP,weitergeleiten,weitergeleitet,weiterleiten,weiterleiten,1,1,"Unsere Nervenzellen, auch Neuronen genannt, besitzen einen Zellkörper und einen langen, dünnen Fortsatz, auch Axon genannt, durch den Informationen zwischen Zellen weitergeleitet werden."
5229,subtitle,weniger,0,PIAT,PIAT,weniger,weniger,wenig,wenig,1,1,Aber auf der Erdoberfläche würde es innerhalb weniger Tage heiß wie in einer Sauna.
5230,subtitle,was,0,PWS,PWS,wer,wer,was,was,1,1,"Sie bestimmen also, wieviel Geld die Regierung bekommt und was sie damit machen darf."
5234,subtitle,dich,0,PRF,PPER,dich,dich,du,du,1,1,"Egal wie sehr du dich anstrengst, du wirst ihm niemals unsere Gesellschaft erklären können."
5234,subtitle,ihm,0,PPER,PPER,ihm,ihm,er,er,1,1,"Egal wie sehr du dich anstrengst, du wirst ihm niemals unsere Gesellschaft erklären können."
5236,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,Vor Schreck entfiel mir der Becher.
5238,subtitle,uns,0,PPER,PRF,sich,sich,wir,wir,1,1,Wir können uns einfach nicht entscheiden.
5240,subtitle,mich,0,PRF,PRF,sich,sich,ich,ich,1,1,"Und ich habe mich selber dabei erwischt, dass ich zugehört habe, ob Sie jetzt Ihre Antworten diplomatisch ausdrücken."
5240,subtitle,zugehört,0,VVPP,VVPP,zugehören,zugehören,zuhören,zugehören,1,1,"Und ich habe mich selber dabei erwischt, dass ich zugehört habe, ob Sie jetzt Ihre Antworten diplomatisch ausdrücken."
5243,subtitle,weniger,0,PIAT,PIAT,weniger,weniger,wenig,wenig,1,1,"Zurück auf der Erde ist das Schaf ein wenig wakelig, hat aber weniger Angst als vor dem Scheren."
5243,subtitle,Scheren,0,NN,NN,scheren,scheren,Schere,Schere,1,1,"Zurück auf der Erde ist das Schaf ein wenig wakelig, hat aber weniger Angst als vor dem Scheren."
5246,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,Das Verb im Imperativ steht immer ganz vorne.
5249,subtitle,kotz,0,VVFIN,VVFIN,kotz,kotz,kotzen,kotzen,1,1,Und was sagst du? Ich kotz gleich.
5254,subtitle,erste,0,PIS,ADJA,erster,erster,erst,erst,1,1,"Die erste kennt ihr wahrscheinlich schon: “sich etwas anschaffen” bedeutet, dass man etwas für sich kauft."
5254,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Die erste kennt ihr wahrscheinlich schon: “sich etwas anschaffen” bedeutet, dass man etwas für sich kauft."
5255,subtitle,werd,0,VAFIN,VVFIN,werd,werd,werden,werden,1,1,Bitte werd schnell wieder gesund.
5256,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,Ähnlich würde es im Bundesrat aussehen.
5258,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,Die ganze Klicke geht auf die Party im Valley.
5260,subtitle,ins,0,APPRART,ART,in,in,ecser,ins,1,0,Geh aber nicht ins Bad.
5261,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,Und im Gegensatz zu den Beamten 1996 und 1997 nehmen die Detectives in Palm Beach die Anschuldigungen ernst.
5264,subtitle,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,Ist alles okay bei euch?
5265,subtitle,weiter,0,ADV,ADV,weiter,weiter,weit,weit,1,1,Ihre Zahl wird bestimmt noch weiter zunehmen.
5266,subtitle,Raucherbereichs,0,NN,NN,Raucherbereichs,raucherbereichs,Raucherbereich,Raucherbereich,1,1,Der öffentliche Raucherbereichs eines Bahnhofs.
5269,subtitle,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,Ich habe mehr von euch erwartet.
5270,subtitle,Seid,1,VAIMP,PPER,Seid,sein,sei,seid,1,1,"Seid freundlich, seid gnädig mit euch selber und mit anderen."
5270,subtitle,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,"Seid freundlich, seid gnädig mit euch selber und mit anderen."
5273,subtitle,nächste,0,ADJA,ADJA,nächster,nächster,nah,nah,1,1,Das ist das nächste Problem.
5274,subtitle,ihn,0,PPER,PPER,ihn,ihn,er,er,1,1,"Aber das geht ihn gar nichts an!"" Also: Wie viel Geld ich verdiene, soll Frank nicht interessieren."
5276,subtitle,mich,0,PRF,PRF,sich,sich,ich,ich,1,1,"Ich freue mich schon sehr darauf, die anderen wiederzusehen."
5276,subtitle,wiederzusehen,0,VVFIN,VVIZU,wiederzusehen,wiederzusehen,wiedersehen,wiedersehen,1,1,"Ich freue mich schon sehr darauf, die anderen wiederzusehen."
5277,subtitle,zur,0,APPRART,ART,zu,zu,zur,zur,1,1,"Und auf der anderen Seite öffnet sich das Rohr zur Karwendelgrube, einem streng geschützten Naturschutzgebiet."
5278,subtitle,eine,0,PIS,PIS,einer,einer,ein,ein,1,1,Cat ist 41 Jahre alt und bezeichnet sich selbst als eine der älteren in dem Geschäft.
5282,subtitle,vielen,0,PIAT,PIAT,vieler,vieler,viel,viel,1,1,"Ja, ich glaube, dass eine große Beunruhigung in vielen Menschen ist."
5283,subtitle,dich,0,PRF,PRF,dich,dich,du,du,1,1,Ich sollte dich küssen. -Was? -Deine Freunde sind auf dem Balkon.
5283,subtitle,-Deine,0,NN,$(,Deine,deine,-Dein,-Dein,1,1,Ich sollte dich küssen. -Was? -Deine Freunde sind auf dem Balkon.
5284,subtitle,Gemeint,1,VVPP,VVPP,meinen,meinen,Gemeint,gemeinen,1,1,Gemeint ist der Völkermord in Ruanda.
5287,subtitle,indigenen,0,ADJA,ADJA,indigen,indigen,indigenen,indigenen,1,1,Das spiegelt auch langjährige Rivalitäten der beiden indigenen Völker wider.
5288,subtitle,freu,0,VVFIN,VVFIN,freu,freu,freuen,freuen,1,1,Ich freu mich schon total auf deine Geburtstagsparty heute Abend!
5288,subtitle,mich,0,PPER,PRF,sich,sich,ich,ich,1,1,Ich freu mich schon total auf deine Geburtstagsparty heute Abend!
5290,subtitle,mich,0,PPER,PPER,mich,mich,ich,ich,1,1,Diese Sache mit Josh und Thail störte mich mehr als alles andere.
5290,subtitle,alles,0,PIAT,PIS,aller,aller,alle,alle,1,1,Diese Sache mit Josh und Thail störte mich mehr als alles andere.
5294,subtitle,ersten,0,ADJA,ADJA,erster,erster,erst,erst,1,1,Die ersten Minuten eines Gesprächs sind oft entscheidend für den gesamten Verlauf.
5295,subtitle,sogenannte,0,ADJA,ADJA,sogenannter,sogenannter,sogenannt,sogenannt,1,1,"Es gibt parallel trotzdem sogenannte Stimmbindungsverträge, so nach dem Motto, dass das auch immer einheitlich bestimmt werden kann."
5296,subtitle,Weihnachten,0,NN,NN,Weihnachten,weihnachten,Weihnacht,Weihnachten,1,1,Kurz vor Weihnachten hatten wir eine Folge zu der Chemie von Butterplätzchen.
5297,subtitle,Schrott-Journals,0,NN,NN,Schrott-Journals,schrott-journals,Schrott-Journal,Schrott-Journal,1,1,Weil diese Schrott-Journals letztendlich wie der Mülleimer der Wissenschaft sind.
5298,subtitle,Im,1,APPRART,ART,in,in,im,im,1,1,Im Westen kam diese Idee größtenteils ganz gut an. Auch in Deutschland.
5299,subtitle,weiter,0,ADV,ADV,weiter,weiter,weit,weit,1,1,"Ich habe nur das Gefühl, dass meine Führung des Ganzen etwas weiter gefasst ist."
5300,subtitle,Purpurfarbe,0,NN,NN,Purpurfarb,purpurfarb,Purpurfarbe,Purpurfarbe,0,1,"Der Name Phönizier kommt aus dem Griechischen, und er bezieht sich auf ein Handelsprodukt dieser Städte: Die Purpurfarbe, die aus Meerschnecken gewonnen wird."
5300,subtitle,Meerschnecken,0,NN,NN,Meerschneck,meerschneck,Meerschnecke,Meerschnecke,0,0,"Der Name Phönizier kommt aus dem Griechischen, und er bezieht sich auf ein Handelsprodukt dieser Städte: Die Purpurfarbe, die aus Meerschnecken gewonnen wird."
5305,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,Ihr kommt auch mit mir mit!
5308,subtitle,starre,0,ADJA,ADJA,starr,starr,starren,starren,1,1,"Diese starre Struktur kann es erschweren, eigene Interessen zu verfolgen oder sich in anderen Bereichen weiterzubilden."
5308,subtitle,weiterzubilden,0,VVIZU,VVIZU,weiterzubilden,weiterzubilden,weiterbilden,weiterbilden,1,1,"Diese starre Struktur kann es erschweren, eigene Interessen zu verfolgen oder sich in anderen Bereichen weiterzubilden."
5315,subtitle,überzeugt,0,VVPP,ADJD,überzeugen,überzeugen,überzeugt,überzeugt,1,1,"Er war überzeugt davon, der Diktator muss beseitigt werden."
5328,subtitle,begeistert,0,ADJD,ADJD,begeistert,begeistert,begeistern,begeistern,1,1,Er schien nicht so begeistert von deinem Onkel zu sein.
5333,subtitle,Früher,1,ADJD,ADV,früh,früh,früher,früher,1,1,Früher war das offenbar anders.
5337,subtitle,bezahlten,0,ADJA,ADJA,bezahlt,bezahlt,bezahlen,bezahlen,1,1,Er ist ledig 47 Jahre alt und hat einen undankbaren und schlecht bezahlten Job.
5338,subtitle,was,0,PRELS,PWS,wer,wer,was,was,1,1,"Gibt es nicht irgendetwas, was wir tun können, um ihm zu helfen?"
5338,subtitle,ihm,0,PPER,PPER,ihm,ihm,er,er,1,1,"Gibt es nicht irgendetwas, was wir tun können, um ihm zu helfen?"
5341,subtitle,Ihnen,0,PPER,PPER,ihnen,ihnen,Sie,Sie,1,1,"Wer kommt denn hier zu Ihnen, Herr Fogt?"
5343,subtitle,all,0,PIAT,PIAT,all,all,alle,alle,1,1,Nicht ich allein habe den Verdienst an all diesen Verspätungen.
5347,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Wenn ihr eine Website habt, könnt ihr die gerne aufführen."
5347,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Wenn ihr eine Website habt, könnt ihr die gerne aufführen."
5351,subtitle,zum,0,APPRART,ART,zu,zu,zum,zum,1,1,In den 70ern wurden in Kanada Tests zum BGE durchgeführt.
5352,subtitle,ihm,0,PPER,PPER,ihm,ihm,er,er,1,1,"Ja, ich war gerade bei ihm."
5353,subtitle,Anderten,0,NN,NE,Anderten,anderten,Andert,Andert,1,1,Darüber sprechen wir mit Moritz Anderten.
5356,subtitle,allererste,0,ADJA,ADJA,allererster,allererster,allererste,allererste,1,1,Und so sieht das allererste Exemplar des Grundgesetzes von 1949 aus.
5359,subtitle,nächste,0,ADJA,ADJA,nächster,nächster,nah,nah,1,1,"Kaum hat sie die eine Hochzeit hinter sich, schon muss sie sich wieder über die nächste Gedanken machen."
5360,subtitle,zur,0,APPRART,ART,zu,zu,zur,zu,1,1,Bis zur 2. Etage geht es gerade noch.
5362,subtitle,nächster,0,ADJA,ADJA,nächster,nächster,nah,nah,1,1,"Klar ist, da wird sich in nächster Zeit einiges neu sortieren und neu sortieren müssen."
5363,subtitle,Im,1,APPRART,ART,in,in,im,im,1,1,Im Jahr 1944 ist die militärische Lage in der Sowjetunion klar: Die Deutschen verlieren.
5364,subtitle,vorangetrieben,0,VVPP,VVPP,vorantreiben,vorangetrieben,vorantreiben,vorantreiben,1,1,"Die Entwicklung dieser Nuklearwaffen wurde in unterirdischen Anlagen in der Gegend um Armstadt, Wechmar und Ohrruf vorangetrieben."
5368,subtitle,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,Der Staat sorgt für uns außerdem im Alter vor und wenn wir krank sind.
5368,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,Der Staat sorgt für uns außerdem im Alter vor und wenn wir krank sind.
5371,subtitle,erkältet,0,ADJD,VVPP,erkältet,erkältet,erkälten,erkälten,1,1,"Wie man es vielleicht an meiner Stimme hören kann, bin ich leicht erkältet."
5373,subtitle,Erste,0,ADJA,ADJA,erster,erster,erst,erst,1,1,Als Erste wird Sophie Scholl hingerichtet.
5374,subtitle,Steuerklassen,0,NN,NN,Steuerklass,steuerklass,Steuerklasse,Steuerklasse,0,1,Es gibt die Steuerklassen 1-6.
5375,subtitle,Spreche,1,VVFIN,VVFIN,Sprechen,sprechen,Spreche,Spreche,1,1,Spreche ich in Ihnen mit dem Eigentümer dieses Anwesens?
5375,subtitle,Ihnen,0,PPER,PPER,ihnen,ihnen,Sie,Sie,1,1,Spreche ich in Ihnen mit dem Eigentümer dieses Anwesens?
5376,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Wie immer habe ich für Mitglieder von “Deutsch mit Rieke” ein Quiz erstellt, mit dem ihr die Verben aus diesem Video üben könnt."
5376,subtitle,Verben,0,NN,NN,Verbe,verbe,Verb,Verb,1,1,"Wie immer habe ich für Mitglieder von “Deutsch mit Rieke” ein Quiz erstellt, mit dem ihr die Verben aus diesem Video üben könnt."
5378,subtitle,bitte,0,ADV,ADV,bitte,bitte,bitten,bitten,1,1,"Ja, aber bitte erst am Abend vorher rausstellen."
5378,subtitle,am,0,APPRART,ART,an,an,am,am,1,1,"Ja, aber bitte erst am Abend vorher rausstellen."
5379,subtitle,vom,0,APPRART,ART,von,von,vom,vom,1,1,"Dort haben die Schlaumeier vom Dienst, alle ihre Gedanken in komplizierten Schachtelsätzen zusammengelümmelt."
5379,subtitle,alle,0,PIS,PIS,aller,aller,alle,alle,1,1,"Dort haben die Schlaumeier vom Dienst, alle ihre Gedanken in komplizierten Schachtelsätzen zusammengelümmelt."
5379,subtitle,komplizierten,0,ADJA,ADJA,kompliziert,kompliziert,komplizieren,komplizieren,1,1,"Dort haben die Schlaumeier vom Dienst, alle ihre Gedanken in komplizierten Schachtelsätzen zusammengelümmelt."
5379,subtitle,Schachtelsätzen,0,NN,NN,Schachtelsätze,schachtelsätze,Schachtelsatz,Schachtelsatz,0,1,"Dort haben die Schlaumeier vom Dienst, alle ihre Gedanken in komplizierten Schachtelsätzen zusammengelümmelt."
5379,subtitle,zusammengelümmelt,0,VVPP,VVPP,zusammengelümmelt,zusammengelümmelt,zusammenlümmeln,zusammenlümmeln,1,1,"Dort haben die Schlaumeier vom Dienst, alle ihre Gedanken in komplizierten Schachtelsätzen zusammengelümmelt."
5383,subtitle,reingelegt,0,VVFIN,VVPP,reingelegen,reingelegt,reinlegen,reinlegen,1,1,Ich wurde von den anderen reingelegt Herr Kunze!
5384,subtitle,Schau,1,VVFIN,ITJ,Schau,schauen,Schau,Schau,1,1,Schau sie dir an. Der erlesene Bodensatz des Krieges.
5384,subtitle,dir,0,PPER,PPER,dir,dir,du,dir,1,1,Schau sie dir an. Der erlesene Bodensatz des Krieges.
5385,subtitle,ihnen,0,PPER,PPER,ihnen,ihnen,sie,sie,1,1,RECHTLICH VERBUNDEN Warum hast du es ihnen gesagt?
5386,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,"Ich wuchs im Outback auf, Junge."
5387,subtitle,was,0,PWS,PRELS,wer,wer,was,was,1,1,"In seinem Wahlprogramm schreibt das BSW: Und die Konsequenz daraus für die Partei ist, Deutschland brauche eine, Zitat, ""Atempause"", was Migration angeht."
5388,subtitle,gibt's,0,VVFIN,VVFIN,gibt's,geben,gibte'n,gibten,1,0,"Ich hoffe, dort gibt's den guten Döner."
5389,subtitle,Sicherheitszonen,0,NN,NN,Sicherheitszon,sicherheitszon,Sicherheitszone,Sicherheitszone,0,1,So bildet das Virus Sicherheitszonen um eine infizierte Zelle herum.
5389,subtitle,infizierte,0,ADJA,ADJA,infiziert,infiziert,infizieren,infizieren,1,1,So bildet das Virus Sicherheitszonen um eine infizierte Zelle herum.
5392,subtitle,Am,1,APPRART,APPR,an,an,Am,Am,1,1,Am Anfang. war das nichts.
5393,subtitle,zum,0,APPRART,ART,zu,zu,zum,zum,1,1,"Jetzt steht es endlich zum Verkauf!"" Also: Dieses Haus wollte ich schon lange haben, kaufen."
5394,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,"Er schafft es, dass man per Gesetz im Wahlrecht Ungerechtigkeiten verbietet."
5395,subtitle,keiner,0,PIS,PIS,keiner,keiner,kein,kein,1,1,"Ja, das ist mein Rezept. -Und keiner kennt es, richtig? -Nein."
5403,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,Neben mir findet ihr noch ein Video zur Situation im Nahen Osten generell.
5403,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,Neben mir findet ihr noch ein Video zur Situation im Nahen Osten generell.
5403,subtitle,zur,0,APPRART,APPR,zu,zu,zur,zur,1,1,Neben mir findet ihr noch ein Video zur Situation im Nahen Osten generell.
5403,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,Neben mir findet ihr noch ein Video zur Situation im Nahen Osten generell.
5406,subtitle,Am,1,APPRART,APPR,an,an,Am,Am,1,1,Am Ende musste Sahra Wagenknecht klein beigeben.
5408,subtitle,lieber,0,ADV,ADV,lieber,lieber,lieb,lieb,1,1,"Ich wäre lieber mit dem Auto oder mit der Bahn gefahren, aber das geht nicht."
5409,subtitle,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,"Stellt euch das vor, mehr als eine Stunde liegt man sich in den Deckungen gegenüber."
5411,subtitle,Schwarzes,0,ADJA,ADJA,schwarze,schwarze,Schwarz,Schwarz,1,1,"Handelt es sich aber um ein Schwarzes Loch mit dem Durchmesser einer Münze, dann wäre es deutlich massiver."
5412,subtitle,am,0,APPRART,ART,an,an,am,am,1,1,Inklusive der Operation am offenen Herzen hatte ich eine Überlebenschance von unter 3 %. Ich war 25 und mein Körper war komplett am Boden.
5412,subtitle,am,0,APPRART,ART,an,an,am,am,1,1,Inklusive der Operation am offenen Herzen hatte ich eine Überlebenschance von unter 3 %. Ich war 25 und mein Körper war komplett am Boden.
5413,subtitle,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,Beziehungsweise wir verlinken es euch unter dem Video.
5416,subtitle,aller,0,PIAT,PIAT,aller,aller,alle,alle,1,1,"Und wie vorhin schon einmal gesagt, das Programm von BSW und das aller anderen Parteien aus diesem Video findet ihr unten in der Infobox verlinkt."
5416,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Und wie vorhin schon einmal gesagt, das Programm von BSW und das aller anderen Parteien aus diesem Video findet ihr unten in der Infobox verlinkt."
5416,subtitle,verlinkt,0,VVPP,VVPP,verlinkt,verlinkt,verlinken,verlinken,1,1,"Und wie vorhin schon einmal gesagt, das Programm von BSW und das aller anderen Parteien aus diesem Video findet ihr unten in der Infobox verlinkt."
5417,subtitle,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,"Ohne uns läuft's nicht, aber wirklich was zu sagen haben wir nicht."
5417,subtitle,läuft's,0,VVFIN,VVFIN,läuft's,läuft's,läuften,läuften,0,0,"Ohne uns läuft's nicht, aber wirklich was zu sagen haben wir nicht."
5417,subtitle,was,0,PWS,PIS,wer,wer,was,was,1,1,"Ohne uns läuft's nicht, aber wirklich was zu sagen haben wir nicht."
5418,subtitle,ins,0,APPRART,ART,in,in,ecser,ins,1,0,"Wer für die Demokraten ins Rennen geht, ist noch nicht sicher, aber es gibt einen aussichtsreichen Kandidaten, Joe Biden."
5419,subtitle,Letztes,1,ADJA,ADJA,Letztes,letztes,letzt,letzt,1,1,"Letztes Mal bei Like Germans: Bleib ganz ruhig, Sarah!"
5420,subtitle,dich,0,PRF,PRF,dich,dich,du,du,1,1,Ich bringe dich zur Schule.
5420,subtitle,zur,0,APPRART,APPR,zu,zu,zur,zur,1,1,Ich bringe dich zur Schule.
5421,subtitle,Russland,0,NN,NE,Russland,russland,Rußland,Rußland,1,1,"Andererseits muss es sich mit dem mächtigen Nachbarn Sowjetunion, und später Russland, möglichst gut verstehen und auch auf dessen Interessen eingehen."
