step,candidates,well_formed,chosen_score,best_score,chosen,best
2195,7,3,1.0,1.0,"Stimmt, du würdest nie erraten, dass sie dir den Hof machen.","Stimmt, du würdest nie erraten, dass sie dir den Hof machen."
2196,11,9,1.0,1.0,Erst 1893 kommt das Gesetz zur Einführung einer einheitlichen Zeitbestimmung.,Bayern ist auch heute nur von außen gesehen ein einheitliches Land.
2197,11,7,1.0,1.0,"Okay, danach folgt ein kurzer Blick in den toten Winkel.",Die Breitenkreise werden als Winkel vom Erdmittelpunkt aus gemessen.
2198,11,4,1.0,1.0,"Meine Familie, mein Beruf, meinen Status und meine Reputation.","Meine Familie, mein Beruf, meinen Status und meine Reputation."
2199,13,6,1.0,1.0,Sie hat sorgfältig die Geschenke für ihre Freunde ausgewählt.,"Jede Sicherheitsmaßnahme kann versagen, egal, wie sorgfältig sie ausgearbeitet wurde."
2200,8,4,1.0,1.0,"Mein zweiter Kandidat ist der Vorsitzende dieses Ausschusses, Professor Bernt Wesker.","Mein zweiter Kandidat ist der Vorsitzende dieses Ausschusses, Professor Bernt Wesker."
2201,8,6,1.0,1.0,"Was ich als selbstverständlich erachte, ist scheinbar gar nicht so selbstverständlich.","Deshalb wundert es mich jetzt, dass scheinbar niemand etwas unternimmt."
2202,10,5,1.0,1.0,"Ich glaube, deshalb hast du so viele Mauern hochgezogen.","Ich glaube, deshalb hast du so viele Mauern hochgezogen."
2203,13,7,1.0,1.0,Mindestens 12 Personen wurden von der Polizei vorübergehend festgenommen.,"Es wird keine große Schlinge sein, aber es wird vorübergehend reichen."
2204,12,6,1.0,1.0,Machen Sie es ihnen verständlich dass wir Frieden wollen.,Machen Sie es ihnen verständlich dass wir Frieden wollen.
2205,10,3,1.0,1.0,"Möchtest du wissen, wie sich deine Einkommensteuer eigentlich genau berechnet?","Möchtest du wissen, wie sich deine Einkommensteuer eigentlich genau berechnet?"
2206,11,0,0.84,0.84,Wie kann man so viele Muskeln haben?,Und manche haben Schmerzen in den Muskeln.
2207,11,3,1.0,1.0,Organisiert haben das der Verein Fulder stellt sich quer.,Organisiert haben das der Verein Fulder stellt sich quer.
2208,11,5,1.0,1.0,Hier ist Vorsicht geboten: Die Arbeit mit Strom kann gefährlich sein.,"Der Moment, in dem Einsamkeit und Begehren die Vorsicht überwanden."
2209,13,6,1.0,1.0,Dementsprechend steigt auch die Zahl der illegal getunten E-Bikes.,Dementsprechend steigt auch die Zahl der illegal getunten E-Bikes.
2210,11,7,1.0,1.0,"Ob sie das übersteht, zeigt sich in den nächsten Tagen.","Freund und Feind in Eintracht, erleichtert, nun alles überstanden zu haben."
2211,10,5,1.0,1.0,Undsätzlich können wir bis zum jetzigen Zeitpunkt ein positives Fazit ziehen.,"Alle jetzigen Verbindungen mit unserem Verteidigungssystem sind unterbrochen, Kommander."
2212,8,4,0.94,0.94,Höchste Belastung für einen Körper wie trainiert der auch immer sein mag.,Höchste Belastung für einen Körper wie trainiert der auch immer sein mag.
2213,9,6,1.0,1.0,"Nur welche und in welchem Umfang, darüber wird jetzt wieder diskutiert.","Nur welche und in welchem Umfang, darüber wird jetzt wieder diskutiert."
2214,12,10,1.0,1.0,Wir sind im Prinzip alle dieses genetische Potpourri unterschiedlicher europäischer Populationen.,Wir sind im Prinzip alle dieses genetische Potpourri unterschiedlicher europäischer Populationen.
2215,12,3,1.0,1.0,"Wenn sie jetzt glaubt, dass ich zurückkomme, hat sie sich geirrt.","Wenn sie jetzt glaubt, dass ich zurückkomme, hat sie sich geirrt."
2216,9,5,1.0,1.0,Es gibt die Frage: Kriege ich rechtssicher eine Genehmigung?,"Der Betreiber weiß nicht, ob er seine Genehmigung bekommt."
2217,12,9,1.0,1.0,"Unzählige Räuber fressen die Mini-Mola millionenfach, also müssen sie schnell wachsen.",Soldaten vergewaltigen tausende chinesischer Frauen und zwingen unzählige in sexuelle Sklaverei.
2218,10,4,1.0,1.0,Die Auswirkungen sind auf der ganzen Welt zu spen.,Die Auswirkungen sind auf der ganzen Welt zu spen.
2219,11,6,1.0,1.0,"Wir könnten auch Zwischenziele festlegen, um unseren Fortschritt zu überwachen.","Wir könnten auch Zwischenziele festlegen, um unseren Fortschritt zu überwachen."
2220,9,4,0.94,0.94,Beispielsätze: Das Medikament wird erst nach einigen Tagen seine volle Wirkung entfalten.,Achtet und respektiert sie aber gebt ihnen keinen Raum sich zu entfalten.
2221,12,5,1.0,1.0,Weil ich mich so großzügig einem anderen Menschen widme.,Weil ich mich so großzügig einem anderen Menschen widme.
2222,11,4,1.0,1.0,Am selben Tag müssen die belagerten Franzosen einen weiteren Schlag hinnehmen.,Am selben Tag müssen die belagerten Franzosen einen weiteren Schlag hinnehmen.
2223,8,6,0.92,0.92,Aber in dieser Entschließung wird keine Debatte ermöglicht.,Aber in dieser Entschließung wird keine Debatte ermöglicht.
2224,10,5,1.0,1.0,Aus Gründen der Nachvollziehbarkeit müssen alle geschäftlichen Ausgaben exakt dokumentiert werden.,Aus Gründen der Nachvollziehbarkeit müssen alle geschäftlichen Ausgaben exakt dokumentiert werden.
2225,8,5,1.0,1.0,China ist ein großes Land mit einer funktionierenden Verwaltung.,China ist ein großes Land mit einer funktionierenden Verwaltung.
2226,10,5,1.0,1.0,"Das ist die beste Art, den illegalen Handel zu beschreiben.","Das ist die beste Art, den illegalen Handel zu beschreiben."
2227,11,6,1.0,1.0,"Weiß, dass immer mehr Jugendliche sich für die Partei begeistern.","Schon seit dem ich jung war, hat mich China begeistert."
2228,10,3,1.0,1.0,Und das hängt vor allem auch mit den Sprachen zusammen.,Und das hängt vor allem auch mit den Sprachen zusammen.
2229,10,6,1.0,1.0,Wir haben eine ganze Menge in diese Säule geschmissen.,"Die Säulen sind steinalt, die stammen aus dem Jahr 1972."
2230,11,3,1.0,1.0,"Und die Universität, hast du schon deine erste Vorlesung besucht?","Und die Universität, hast du schon deine erste Vorlesung besucht?"
2231,8,4,1.0,1.0,"Reiner startet mit starken Schmerzen im Knie, einer Entzündung des Schleimbeutels.","Florian sein Knie ist geschwollen, er kann nicht mehr bergab laufen."
2232,9,4,1.0,1.0,Viele Ärzte und Forscher feiern die Abnehmspritze als Therapiedurchbruch.,Seit mehr als 500 Jahren sind Forscher ihnen auf der Spur.
2233,10,5,1.0,1.0,Und jetzt kann ich die Musik nach vorne wieder aufziehen.,"Ich hab dich nur aufgezogen, ich bin gar nicht schwanger."
2234,9,6,1.0,1.0,"Wir sollten anfangen, Kompetenz mehr zu schätzen als Tinte auf Papier.","Parlamente werden aufgelöst oder ihrer Kompetenzen beraubt, Verfassungen werden aufgehoben."
2235,12,4,1.0,1.0,"Ich brate das Fleisch und du backst den Kuchen, okay?","Und ich muss sie braten, obwohl ich sie nicht essen kann."
2236,10,6,1.0,1.0,"Rote Linsen, Kirchererbsen, frische Tomaten, Sellerie Und zum Start Datteln.","Rote Linsen, Kirchererbsen, frische Tomaten, Sellerie Und zum Start Datteln."
2237,12,6,1.0,1.0,"Und ich zitiere: ""Las Gerechtigkeit walten, selbst wenn die Welt einstürzt.","Und ich zitiere: ""Las Gerechtigkeit walten, selbst wenn die Welt einstürzt."
2238,10,5,1.0,1.0,Die Russen kommen die ganze Zeit in unser Haus.,Die Russen kommen die ganze Zeit in unser Haus.
2239,11,6,1.0,1.0,Oder auch: In diesem Seminar werden wir verschiedene neue Forschungsmethoden einführen.,Ich bin Professor am romanistischen Seminar und der Vorsitzende dieses Ausschusses.
2240,10,5,1.0,1.0,"Präventionsprogramme der Krankenkasse, Gleichgesinnte, Freunde, Partner oder Selbsthilfegruppen können dabei unterstützen.","Präventionsprogramme der Krankenkasse, Gleichgesinnte, Freunde, Partner oder Selbsthilfegruppen können dabei unterstützen."
2241,9,2,1.0,1.0,Ist doch losgegangen wie eine Rakete die Meldung oder?,Ist doch losgegangen wie eine Rakete die Meldung oder?
2242,12,8,1.0,1.0,Er ist außerdem sehr sparsam und verbraucht wenig Benzin.,Das Hochladen von so vielen Fotos verbraucht natürlich sehr viel Energie.
2243,9,5,1.0,1.0,In der Reform bringen wir wertebasierte Entwicklungspolitik und interessenbasierte Entwicklungspolitik zusammen.,In der Reform bringen wir wertebasierte Entwicklungspolitik und interessenbasierte Entwicklungspolitik zusammen.
2244,12,4,1.0,1.0,"Ich wollte nicht, dass du wegen mir Ärger bwekommst.","Es tut mir wirklich leid, wenn Sie wegen mir Ärger hatten."
2245,9,3,0.92,0.92,"Kurz gesagt, Bananenregen wäre eine Katastrophe apokalyptischen Ausmaßes.","Kurz gesagt, Bananenregen wäre eine Katastrophe apokalyptischen Ausmaßes."
2246,10,4,1.0,1.0,"Ja, das ist nur mal so eine wacklige Angelegenheit.","Ja, das ist nur mal so eine wacklige Angelegenheit."
2247,10,6,1.0,1.0,"Und Unternehmer, die hauptsächlich ihre Gewinne im Auge haben.","Mohammad Al-Kurdi, der mit seinem Verein Kinder unterstützt, ist erfolgreicher Unternehmer."
2248,10,3,1.0,1.0,"Zur Kompensation liefern Becherzellen extra Schleim, wodurch das Atmen schwerer wird.","Zur Kompensation liefern Becherzellen extra Schleim, wodurch das Atmen schwerer wird."
2249,10,6,1.0,1.0,"Lieber die stabile Variante, denn sie soll länger halten.","Die noch bessere Variante ist, den Hauptteil nacheinander zu gestalten."
2250,11,6,1.0,1.0,"Man sagt, es bringt Unglück, eine Frau an Bord zu lassen.",An Bord gab es eine Zentralheizung sowie luxuriöse Bäder.
2251,11,4,1.0,1.0,"Ausländische Fachkräfte werden als ""kulturfremd"" oder ""schlecht qualifiziert"" etikettiert.","Ausländische Fachkräfte werden als ""kulturfremd"" oder ""schlecht qualifiziert"" etikettiert."
2252,10,7,1.0,1.0,"Schön, dass Sie sich für einen Studienplatz bei uns beworben haben.","Schön, dass Sie sich für einen Studienplatz bei uns beworben haben."
2253,10,8,1.0,1.0,"Ja, das ähm meine These äh für heute definitiv.","Ja, das ähm meine These äh für heute definitiv."
2254,10,2,1.0,1.0,Forderungen nach umfassender Anerkennung der Partisanen als Befreiungskämpfer abgelehnt.,Deshalb suchst du in diesen oberflächlichen Beziehungen nach Anerkennung.
2255,9,3,0.92,0.92,Und ihre Früchte eignen sich hervorragend zum Einlegen.,Und ihre Früchte eignen sich hervorragend zum Einlegen.
2256,9,6,1.0,1.0,Was bereits im Regal steht: Einige von Stevens' Buch-Veröffentlichungen.,Was bereits im Regal steht: Einige von Stevens' Buch-Veröffentlichungen.
2257,9,3,1.0,1.0,"Danach schreibe ich Berichte, um meinem Chef einen Überblick zu geben.","Danach schreibe ich Berichte, um meinem Chef einen Überblick zu geben."
2258,10,1,0.84,0.84,"Hey, Opa, kannst du das kurz aufsetzen?",Am besten setzt sie das gleich auf.
2259,7,4,1.0,1.0,"Gut, wir haben Erfahrungen, unmittelbare Erfahrung, in der sinnlichen Wahrnehmung.","Gut, wir haben Erfahrungen, unmittelbare Erfahrung, in der sinnlichen Wahrnehmung."
2260,9,5,1.0,1.0,"Göring ordnet persönlich an, die britischen Radarstationen als Angriffsziel zu streichen.","Göring ordnet persönlich an, die britischen Radarstationen als Angriffsziel zu streichen."
2261,11,4,1.0,1.0,Du meintest ihr Auto war von der Straße abgekommen.,Du meintest ihr Auto war von der Straße abgekommen.
2262,9,5,1.0,1.0,Es ging um Folgendes: Haushalte in den USA haben Stromzähler bekommen.,Es ging um Folgendes: Haushalte in den USA haben Stromzähler bekommen.
2263,5,2,0.92,0.92,Aber ich hatte geistig so einen extremen Bewegungsdrang.,Aber ich hatte geistig so einen extremen Bewegungsdrang.
2264,8,4,1.0,1.0,Aber das meiste Gas ist bereits aufgebraucht oder eingeschlossen.,Aber das meiste Gas ist bereits aufgebraucht oder eingeschlossen.
2265,10,7,1.0,1.0,Paula und ich sind mit dem Motorrad an der Küste entlanggefahren.,Du wirst mit dem Motorrad an der Küste entlangfahren.
2266,12,11,1.0,1.0,Und damit sind die Probleme doch sozusagen weitgehend gelöst.,Naumann lässt das Scherbengericht weitgehend wehrlos über sich ergehen.
2267,10,4,1.0,1.0,Möchten du und deine Eltern am Mittwoch gemeinsam mit uns essen?,Möchten du und deine Eltern am Mittwoch gemeinsam mit uns essen?
2268,9,3,1.0,1.0,"Dein Gesicht klebt immer am Handy, so wie Kaugummi an Fußsohle.","Dein Gesicht klebt immer am Handy, so wie Kaugummi an Fußsohle."
2269,9,5,1.0,1.0,Vor allem halten solche Bündnisse offenbar nicht über längere Zeit.,Vor allem halten solche Bündnisse offenbar nicht über längere Zeit.
2270,10,3,1.0,1.0,Sie werden ihre Mission erfolgreich beenden und ich habe versagt.,Sie werden ihre Mission erfolgreich beenden und ich habe versagt.
2271,9,6,1.0,1.0,Ich zeige dir in diesem Tutorial alles anhand der Web-Version.,Ich zeige dir in diesem Tutorial alles anhand der Web-Version.
2272,9,3,1.0,1.0,Die Abgeordneten von Renaissance bemühen sich in dieser Richtung.,Die Abgeordneten von Renaissance bemühen sich in dieser Richtung.
2273,11,7,1.0,1.0,"Wir haben gesagt, die Rente fußt auf drei Füßen.","Und hab Ende letzten Jahres gedacht, warum bis zur Rente warten."
2274,10,5,1.0,1.0,"Was haben Sie sich für 2026 vorgenommen, Herr Abdul?","Ja, diesen David Ferry nehmen wir uns trotzdem vor."
2275,8,7,1.0,1.0,Trotz des großen Wirbels in der Akademie passiert erstmal nichts.,Mitte Oktober 1985 wird Naumann an die Akademie für Gesellschaftswissenschaften eingeladen.
2276,10,8,1.0,1.0,"So Leute, ihr müsst das Projekt am Donnerstag abgeben.",Letzten Donnerstag Samuel Herlitz und dieser Silbersteinjunge haben mir geholfen.
2277,10,5,1.0,1.0,Alles was die Aufmerksamkeit auf den Mund lenkt ist gut.,Alles was die Aufmerksamkeit auf den Mund lenkt ist gut.
2278,8,4,1.0,1.0,"Hast du gewusst, dass sie hier ein Museum haben?","Hast du gewusst, dass sie hier ein Museum haben?"
2279,11,4,1.0,1.0,Die CDU ist eine der größten Parteien in Deutschland und konservativ.,Die CDU ist eine der größten Parteien in Deutschland und konservativ.
2280,10,2,1.0,1.0,Wir bringen dort neben deutscher Technologie auch israelische Technologie zum Einsatz.,Wir bringen dort neben deutscher Technologie auch israelische Technologie zum Einsatz.
2281,10,3,1.0,1.0,Lass uns einen Tweet für die Veranstaltung morgen früh posten.,Lass uns einen Tweet für die Veranstaltung morgen früh posten.
2282,9,0,0.84,0.84,"Soll ich dir ein Märchen vorlesen, Luca?","Soll ich dir ein Märchen vorlesen, Luca?"
2283,6,4,1.0,1.0,"Das ist eine sehr radikale Idee, besonders für die damalige Zeit.","Das ist eine sehr radikale Idee, besonders für die damalige Zeit."
2284,11,4,1.0,1.0,"Wir müssen systematisch vorgehen, um das Problem zu lösen.","Und auch da müssen wir aufhören, systematisch die Unterschiede herauszuarbeiten."
2285,11,7,1.0,1.0,"Sie lebten in einer Großfamilie, also mit mehreren Generationen zusammen.",Ich lebe seit 41 Jahren mit einem Deutschen zusammen.
2286,8,3,1.0,1.0,Sorry.” Ende Januar reicht Brunel Klage wegen Rufschädigung gegen Epstein ein.,Sorry.” Ende Januar reicht Brunel Klage wegen Rufschädigung gegen Epstein ein.
2287,10,3,1.0,1.0,Der Zugang des Bundesinnenministers wird in aller Regel protokolliert.,Der Zugang des Bundesinnenministers wird in aller Regel protokolliert.
2288,9,3,0.94,0.94,Rücksicht auf sein eigenes Volk nimmt der Diktator schon lange nicht mehr.,Rücksicht auf sein eigenes Volk nimmt der Diktator schon lange nicht mehr.
2289,10,4,1.0,1.0,Wir haben euch vor der Sendung aufgerufen uns Fragen zu schicken.,Wir haben euch vor der Sendung aufgerufen uns Fragen zu schicken.
2290,10,4,1.0,1.0,"Hör auf zu denken, dass dir irgendwas nicht zusteht.","Hör auf zu denken, dass dir irgendwas nicht zusteht."
2291,8,4,0.94,0.94,"Wäre das der einzige Effekt des Rauchens, wär das ja noch okay.","Wäre das der einzige Effekt des Rauchens, wär das ja noch okay."
2292,11,4,1.0,1.0,Dem musst du dich stellen jeden Morgen des restlichen Lebens.,Dem musst du dich stellen jeden Morgen des restlichen Lebens.
2293,8,6,1.0,1.0,"Und Delegation klingt logisch, aber es erfordert Mut, loszulassen.","Und Delegation klingt logisch, aber es erfordert Mut, loszulassen."
2294,10,0,0.84,0.84,"Verdammt noch mal, habe ich dich erschreckt.","Verdammt noch mal, habe ich dich erschreckt."
2295,9,4,1.0,1.0,Kennedys Anweisung wurden niemals richtig ausgeführt wegen des bürokratischen Widerstandes.,Kennedys Anweisung wurden niemals richtig ausgeführt wegen des bürokratischen Widerstandes.
2296,9,2,1.0,1.0,Was halten Sie von der vorgesehene Pflicht zur Einführung eines Umweltmanagement.,Was halten Sie von der vorgesehene Pflicht zur Einführung eines Umweltmanagement.
2297,10,5,1.0,1.0,Wenn für die Förderung zum Beispiel kein Geld da ist?,Wenn für die Förderung zum Beispiel kein Geld da ist?
2298,10,2,0.92,0.92,Wir müssen uns mit den Touristen darüber beraten.,Wir müssen uns mit den Touristen darüber beraten.
2299,7,4,1.0,1.0,"Geschichten, inspiriert von einzigartiger Natur voller unerklärlicher Phänomene und gewaltiger Kräfte.","Geschichten, inspiriert von einzigartiger Natur voller unerklärlicher Phänomene und gewaltiger Kräfte."
2300,10,5,1.0,1.0,"Ihn nahm ich gefangen, damit er mein Gepäck trägt.","Ihn nahm ich gefangen, damit er mein Gepäck trägt."
2301,9,4,1.0,1.0,"Der Generalsekretär scheut davor zurück, Naumann ins Bodenlose fallen zu lassen.","Der Generalsekretär scheut davor zurück, Naumann ins Bodenlose fallen zu lassen."
2302,10,6,1.0,1.0,Und dieses Kammersystem ist älter als der römische Aufbau.,Und dieses Kammersystem ist älter als der römische Aufbau.
2303,8,1,1.0,1.0,"Deine Vergangenheit, Gegenwart und Zukunft sind seit dem Urknall festgelegt.","Deine Vergangenheit, Gegenwart und Zukunft sind seit dem Urknall festgelegt."
2304,9,6,0.94,0.94,"Also ein KI-Artikel ohne Quellen, genutzt als vermeintlich glaubhafte Basis für KI-Recherche.","Sie verhaften, misshandeln und ermorden tausende tatsächliche und vermeintliche Kämpfer der Résistance."
2305,10,3,1.0,1.0,"Wie es aussieht, sind die damals nicht mal vernommen worden.","Solange ich vernommen worden bin, ist kein Notar im Raum gewesen."
2306,8,7,1.0,1.0,"Zwei Drittel von ihnen schafften es, auf diese Weise zu überleben.",Trinkt jedes Mal nur ein Drittel einer Tasse Wasser.
2307,9,6,1.0,1.0,"Lea versucht, den Verdacht auf meine Mandantin zu lenken!","Lea versucht, den Verdacht auf meine Mandantin zu lenken!"
2308,8,3,1.0,1.0,"Der Innenminister war ja auch gestern hier, Herr Wilke.",Der Innenminister ordnet die Attacke am Tag danach so ein.
2309,9,6,1.0,1.0,"Und ich weiß nicht, ob die so ein Bewusstsein haben.","Und ich weiß nicht, ob die so ein Bewusstsein haben."
